"","event_ID","text","date","Year","people_regex"
"93",1956,"The Dean of Windsor and the Hon . Mrs. Wellesley , Cap tain Henry Wellesley ( Grenadier Guards ) , and the Rev. Henry White had the honour of dining with the Queen and the Royal Family yesterday .","1870-03-22","1870","The Dean of Windsor | Hon | Mrs | Wellesley | Cap | Henry Wellesley | Grenadier Guards | Rev | Henry White | Queen | Royal Family"
"94",1906,"Lady Fanny Howard and Lady Augusta Stanley had the honour of dining with the Queen and the Royal Family in the evening .","1870-03-18","1870","Lady Fanny Howard | Lady Augusta Stanley | Queen | Royal Family"
"95",1450,"In the account given of the Queen's Garden Party at Windsor Castle on Friday last , it should have been stated that Viscountess Clifden attended as Lady in Waiting to her Royal Highness Princess Louise .","1870-06-28","1870","In | Queen | Garden Party | Windsor Castle | Friday | Viscountess Clifden | Lady | Waiting | Royal Highness Princess Louise"
"96",1226,"Her Majesty and their Royal Highnesses Princess Louise and Princoss Bestrico attended Divine service at Whipping ham Church this morning .","1870-07-18","1870","Her Majesty | Royal Highnesses Princess Louise | Princoss Bestrico | Divine | Whipping | Church"
"97",1320,"The sernion was preached by the lev . R. W. Jelf , D.D. , Sub - Almoner to the Queen , from St. John , chap . xvi . , verses 6 and 7 .","1870-06-06","1870","The | Jelf | Sub | Almoner | Queen | St | John"
"98",702,"Prince and Princess Christian visited the Prince and Princess of Wales yesterday at Marlborough - house , and re","1870-02-10","1870","Prince | Princess Christian | Prince | Princess of Wales | Marlborough"
"99",1293,"The Prince of Wales , accompanied by the King of the Belgians , and attended by Lieutenant - Colonel Teesdalo and Captain Landen , went to the Epaom races yesterday .","1870-06-02","1870","The Prince of Wales | King of | Belgians | Lieutenant | Colonel Teesdalo | Captain Landen | Epaom"
"100",382,"Prince Leopold drove out both morning and afternoon , attended by Dr. Poore .","1870-08-22","1870","Prince Leopold | Dr | Poore"
"101",2102,"The suite in attendance consisted of the Viscountess Clifdeu , the Hon . Caroline Cavendisi , Lieutenant - General F. H. Seymour , Colonel H. Ponsonby , Dr. Hoffmeister , Mr Duckworth , and Mr. Suhl .","1870-05-09","1870","The | Viscountess Clifdeu | Hon | Caroline Cavendisi | Lieutenant | General F | Seymour | Colonel H | Ponsonby | Dr | Hoffmeister | Mr Duckworth | Mr | Suhl"
"102",1914,"The Queen was attended by the Duchess of Itoxburghe ( Lady in Waiting ) , Lord Wrottesley ( Lord in Waiting ) , Lord Frederic Kerr ( Groom in Waiting ) , Colonel Du Plat ( Equerry in Waiting ) , and the Master of the Household .","1870-03-18","1870","The Queen | Duchess of Itoxburghe | Lady | Waiting | Lord Wrottesley | Lord | Waiting | Lord Frederic Kerr | Groom | Waiting | Colonel Du Plat | Equerry | Waiting | Master of | Household"
"103",867,"Her Majesty , accompanied by their Royal Highnesses Prince and Princess Christian , Princess Louise , Prince Leopold , and Princess Beatrice , proceeded to the rooms at 6 o'clock , where the servants were assembled , and per sonally distributed the gifts , assisted by the Princes and Princesses .","1870-01-03","1870","Her Majesty | Royal Highnesses Prince | Princess Christian | Princess Louise | Prince Leopold | Princess Beatrice | Princes | Princesses"
"104",137,"The Queen , the Fřince and Princess of Wales , Princess Louise , Prince Leopold ; and Princess Beatrica attended Divine Service at Whippingham Church this morning .","1870-04-18","1870","The Queen | Princess of Wales | Princess Louise | Prince Leopold | Princess Beatrica | Divine Service | Whippingham Church"
"105",1472,"The Princess of Wales drove out , attended by the Countess of Macclesfield .","1870-03-03","1870","The Princess of Wales | Countess of Macclesfield"
"106",1527,"The cross - country Derby is always described as exciting great interest , which is in the main true , because it is the steeplechase of the year , and the prestige of its old glories is quite sufficient to make it the one topic of conversation among sporting men . But the interest has not been created lately by the class of the competitors , which last year was provement this . The favourite bad , perhaps , the quality of certainly not first - rate , nor has there been any great im","1870-03-10","1870","The | Derby | But | The"
"107",1415,"Earl de Grey , Mr. Gladstone , and Viscount Sydney had audiences of the Queen .","1870-06-24","1870","Earl | Grey | Mr | Gladstone | Viscount Sydney | Queen"
"108",2168,"The Prince of Wales presided at a meeting at Marl borough House of Her Majesty's Commissioners for the Exhibition of 1851 .","1870-05-13","1870","The Prince of Wales | Marl | House of Her Majesty | Commissioners | Exhibition of"
"109",2162,"WINDSOR CASTLE , MAY 12 . The Queen , accompanied by Princess Beatrice , arrived at the Castle at 7 o'clock this afternoon from Claremont .","1870-05-13","1870","The Queen | Princess Beatrice | Castle | Claremont"
"110",629,"Princess Louise , Prince Leopold , and Princess Beatrice also went out .","1870-02-01","1870","Princess Louise | Prince Leopold | Princess Beatrice"
"111",2443,"Pratce and Princess Christian , Earl and Countess Gran ville , Lady Churchill , and the Marquis of Lorne dined with the Qaeen .","1870-11-29","1870","Pratce | Princess Christian | Earl | Countess Gran | Lady Churchill | Marquis of Lorne | Qaeen"
"112",75,"The Prince of Wales , attended by Colonel Kingscote and Captain Ellis , hunted with Her Majesty's staghounds near Bracknell yesterday .","1870-04-09","1870","The Prince of Wales | Colonel Kingscote | Captain Ellis | Her Majesty | Bracknell"
"113",2379,"The Rev. Mr. Cowas , of Aberdeen , officiated .","1870-11-14","1870","The Rev | Mr | Cowas | Aberdeen"
"114",1329,"At the Levée held last week by his Royal Highness the Prince of Wales , on behalf of the Queen , at St. James's Palace , Captain Edward Everett , 79th Highlanders , was presented , on his return from India , by Sir Edmund S. Prideaux .","1870-06-07","1870","At | Lev | Royal Highness | Prince of Wales | Queen | St | James | Palace | Captain Edward Everett | Highlanders | India | Sir Edmund S | Prideaux"
"115",1439,"stein Sonderburg Augustenburg , her Royal Highness the Duchess of Casabridge , their Royal Highnessea the Grand Duke and Grand Duchess of Mecklenburg - Strelitz , bis Royal Highness the Duke of Cambridge , her Imperal High ness the Archduchess Thérèse and his Royal Highness the Date Philip of Würtemberg , bis Serene Highness the Prince and her Royal Highness the Princess of Teck , his Sercue Highness the Prince and her Grand Ducal Highnes : the Princess of Leiningen , his Serene Higaness Prizo Edward of Saxe - Weiner and the Countess of Dorn burg , his Serene Highness Prizes Waldemar of Schleswig . Holstein - Sonderburg - Augustenburg , his Highness Prince Hassan , the Count and Countess Gleichen , his Excellency the Turkish Ambassador ( Musurus Pasks ) and the alles . Musurus , bis Excellency the Austro - Hungarian Antussacor ( Count Apponyi ) and the Countess Apponyi , his Excellency the Russian Ainhassador ( Baron de Brunnow ) and the Baroness de Brunnow , his Excellency the Prussian and North - German Ambassador ( Count de Bernstort ; and the Countess de Berostorff and the Countess Thérèse de Bern storff , his Excellency the French Ambassador ( the Mar quis de Lavalette , bis Excellency the Danish Minis ter ( General de Balow ) and Madane de Bulow , his Excellency the Greek Minister ( J. Brakas - Armeni ) and Madame and the Milles . Brailas - Armeni , his Excellency the United States Minister ( Mr. J. L Motiey ) and Mrs. and the Misses Motley , Princess Czernichet and the Prin cesses léon and Marie Czernichef , Prince and Princess Soltykoff , Prince Poniatowsky , Prince de Leon , Prince Louis de Liechtenstein , the Duchess of San Arpino and Miss de Burgh , the Duke of Vallambrosa , the lake and Duchess Caracciolo , the Marquis d'Azeglio , the Marquis du Lau , the Marquis de Castelbajac , the Marquis de Caumont la Force , the Count and Countess de Becheret , the Count and Countess Welles de Lavalette , Count Walewski , Corat Pahlen , Count Batthyany , Count H. de Lambertye , Court E. de Lambertye , Count de St. Priest , Coupt Halley - Claparède , Vicomte Bencedetti , Vicomte Greffulhe , his Excellency Baron de Cetto and Baroness","1870-06-27","1870","Sonderburg Augustenburg | Royal Highness | Duchess of Casabridge | Royal Highnessea | Grand Duke | Grand Duchess of Mecklenburg | Strelitz | Royal Highness | Duke of Cambridge | Imperal High | Archduchess Th | Royal Highness | Date Philip of W | Serene Highness | Prince | Royal Highness | Princess of Teck | Sercue Highness | Prince | Grand Ducal Highnes | Princess of Leiningen | Serene Higaness Prizo Edward of Saxe | Weiner | Countess of Dorn | Serene Highness Prizes Waldemar of Schleswig | Holstein | Sonderburg | Augustenburg | Highness Prince Hassan | Count | Countess Gleichen | Excellency | Turkish Ambassador | Musurus Pasks | Musurus | Excellency | Austro | Hungarian Antussacor | Count Apponyi | Countess Apponyi | Excellency | Russian Ainhassador | Baron | Brunnow | Baroness | Brunnow | Excellency | Prussian | North | German Ambassador | Count | Bernstort | Countess | Berostorff | Countess Th | Bern | Excellency | French Ambassador | Mar | Lavalette | Excellency | Danish Minis | General | Balow | Madane | Bulow | Excellency | Greek Minister | Brakas | Armeni | Madame | Milles | Brailas | Armeni | Excellency | United States Minister | Mr | L Motiey | Mrs | Misses Motley | Princess Czernichet | Prin | Marie Czernichef | Prince | Princess Soltykoff | Prince Poniatowsky | Prince | Leon | Prince Louis | Liechtenstein | Duchess of San Arpino | Miss | Burgh | Duke of Vallambrosa | Duchess Caracciolo | Marquis | Azeglio | Marquis | Lau | Marquis | Castelbajac | Marquis | Caumont | Force | Count | Countess | Becheret | Count | Countess Welles | Lavalette | Count Walewski | Corat Pahlen | Count Batthyany | Count H | Lambertye | Court E | Lambertye | Count | St | Priest | Coupt Halley | Clapar | Vicomte Bencedetti | Vicomte Greffulhe | Excellency Baron | Cetto | Baroness"
"116",208,"Princo Christian , attended by Captain the Iion . Charles Eliot , presided yosterday evening at the dinner on behalf of the British Orphau Asylum , at the Caunou - street Station Hotel .","1870-04-29","1870","Princo Christian | Captain | Iion | Charles Eliot | British Orphau Asylum | Caunou | Station Hotel"
"117",2360,"The Princess of Wales drove out , attended by the Hon . Mrs. W. Grey .","1870-11-08","1870","The Princess of Wales | Hon | Mrs | Grey"
"118",1402,"At the commencement of the service a chorale was sung by the choir of Her Majesty's Private Chapel .","1870-06-21","1870","At | Her Majesty | Private Chapel"
"119",1426,"WINDSOR CASTLE , JUNE 25 . The Queen went out in the grounds this morning with Princess Louise and Princess Beatrice .","1870-06-27","1870","The Queen | Princess Louise | Princess Beatrice"
"120",1587,"The Honduras Minister and","1870-03-10","1870","The Honduras Minister"
"121",2019,"Princess Louise , attended by Lady Churchill , honoured Mr. F. J. Williamson , the sculptor , with a visit to his studio at Esher .","1870-03-29","1870","Princess Louise | Lady Churchill | Mr | Williamson | Esher"
"122",318,"Mr. Daniel Adolphus Longe was also introduced to Her Majesty's presencs by the Earl de Grey and Ripon , and re ceived the honour of knighthood .","1870-08-10","1870","Mr | Daniel Adolphus Longe | Her Majesty | Earl | Grey | Ripon"
"123",797,"The Bishop of Exeter , the Dean of Windsor , and the Hon . Mrs. Wellesloy had the honour of dining with the Royal Family yesterday .","1870-02-22","1870","The Bishop of Exeter | Dean of Windsor | Hon | Mrs | Wellesloy | Royal Family"
